name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,source
29642,2022-01-30,51.5,19.9,35.9,51.5,15.1,32.3,14,41.9,0,0,0,,0,0,25.7,15,15,6.3,0.3,231.9,1017.2,0,9.9,128.5,11.1,8,10,2022-01-30T07:30:07,2022-01-30T17:57:29,0.95,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-01-31,57.6,29.5,41.5,57.6,24.2,40.9,24.1,54.4,0,0,0,,0,0,10.5,7.9,7.9,2.2,0,313.3,1019.4,0,9.9,100.6,8.8,6,10,2022-01-31T07:29:25,2022-01-31T17:58:30,0.98,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-01,55.1,32.5,44,55.1,29.2,40.2,25.9,49.7,0,0,0,,0,0,26.2,10.7,10.7,7.3,3.5,71.8,1026.7,3.1,9.9,61.7,5.3,8,10,2022-02-01T07:28:41,2022-02-01T17:59:31,0,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-02,49,38,43.4,46.6,32.6,39.4,30.4,60.4,0.019,100,8.33,rain,0,0,19.9,8.9,8.9,6.8,4.5,46.2,1026.1,88.2,9.9,35.8,3.2,2,10,2022-02-02T07:27:55,2022-02-02T18:00:31,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2022-02-03,54.1,43,48.1,54.1,40.8,46.1,46.8,95.2,1.527,100,100,rain,0,0,19.7,7.6,7.6,5.3,1,45.6,1019.6,100,5,34.3,2.8,2,10,2022-02-03T07:27:08,2022-02-03T18:01:32,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2022-02-04,62.4,42.9,56.9,62.4,41.1,56.5,53.4,88.3,0.704,100,50,rain,0,0,29.8,13.9,13.9,9.1,2.3,224.8,1015.6,63.9,8.8,32.3,2.7,2,10,2022-02-04T07:26:19,2022-02-04T18:02:33,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs
29642,2022-02-05,47,30.4,37.9,45.2,22.7,34.1,23.1,58.8,0,0,0,,0,0,26.4,8.3,8.3,5.1,1.5,46.9,1025.9,5.9,9.9,98.5,8.4,8,10,2022-02-05T07:25:29,2022-02-05T18:03:33,0.14,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-06,45.8,29.1,37.1,43.1,21.1,31.9,17.5,45.8,0,0,0,rain,0,0,19.7,10.6,10.6,6.8,2.1,63.9,1029,22.9,9.9,54.9,4.6,5,10,2022-02-06T07:24:37,2022-02-06T18:04:33,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-02-07,48,33.2,40.4,48,28.7,38,30.3,69.2,0.011,100,12.5,"rain,snow",0,0,17.9,10.8,10.8,4,0,59.4,1021.5,53.6,9.5,55.1,4.8,4,10,2022-02-07T07:23:44,2022-02-07T18:05:33,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,obs
29642,2022-02-08,56.4,32.1,42,56.4,32.1,41.8,29,67.1,0,0,0,,0,0,10.1,6,6,2,0,59.2,1019.8,39.9,6.3,102.7,8.7,9,10,2022-02-08T07:22:50,2022-02-08T18:06:33,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs
29642,2022-02-09,59.6,26.5,43.5,59.6,26.5,43.3,27.5,59.1,0,0,0,,0,0,20.8,10.6,10.6,4.1,0,225.9,1017.3,0.7,9.8,203.6,17.4,9,10,2022-02-09T07:21:54,2022-02-09T18:07:32,0.27,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-10,65.9,29.7,47.5,65.9,29.7,47.1,26.7,51.2,0,0,0,,0,0,30,16,16,5.1,0,254.8,1016.6,0,9.9,180,15.5,9,10,2022-02-10T07:20:57,2022-02-10T18:08:31,0.31,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-11,67.3,30.8,49.2,67.3,30.8,49.2,29.8,52.4,0,0,0,,0,0,24.7,17.2,17.2,5,0,225.7,1016.6,0,9.9,94.2,8.1,8,10,2022-02-11T07:19:58,2022-02-11T18:09:30,0.34,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-12,70.5,34.7,52.3,70.5,32.6,51.6,32.9,52.5,0,0,0,,0,0,21.9,14.1,14.1,5.4,0,231.1,1017.3,1.4,9.9,101,8.7,9,10,2022-02-12T07:18:59,2022-02-12T18:10:29,0.37,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-13,55.6,37.4,44.8,55.6,33.9,43.2,29.3,58.7,0.026,100,8.33,rain,0,0,26.4,11.6,11.6,4.7,1.2,12.8,1016.7,36.9,9.8,52.2,4.6,3,10,2022-02-13T07:17:58,2022-02-13T18:11:27,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2022-02-14,56.8,27.8,41,56.8,22.1,38.3,18.1,42.2,0,0,0,,0,0,23.1,13.4,13.4,6.3,0.3,256.6,1023.2,0,9.9,145.8,12.8,9,10,2022-02-14T07:16:56,2022-02-14T18:12:25,0.44,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-15,56.6,26.9,40.8,56.6,21.2,39.6,23.3,53.8,0,0,0,,0,0,12.3,6.8,6.8,2.8,0.9,64.9,1033,0,9.9,107.8,9.2,9,10,2022-02-15T07:15:53,2022-02-15T18:13:23,0.47,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-16,63.2,31.2,47.5,63.2,26.1,45.6,36.8,67.5,0,0,0,rain,0,0,16.3,7.8,7.8,5.1,1.7,56.2,1032.1,64.9,9.9,62.4,5.2,3,10,2022-02-16T07:14:49,2022-02-16T18:14:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-02-17,65.4,52.4,57.1,65.4,52.4,57.1,54.8,92.1,0.06,100,20.83,rain,0,0,31.7,19.9,19.9,3.4,0,188.6,1020.1,100,6.4,32.8,2.8,2,10,2022-02-17T07:13:43,2022-02-17T18:15:17,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,obs
29642,2022-02-18,63.5,35.8,55.2,63.5,31.1,54.6,44.3,69.3,0.547,100,16.67,rain,0,0,32.6,14,14,8.7,2.9,253.5,1013.7,25,9.7,100.7,8.5,6,10,2022-02-18T07:12:37,2022-02-18T18:16:14,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs
29642,2022-02-19,63,27.6,43.4,63,25.8,42.7,24.3,54.7,0,0,0,,0,0,24.2,10.2,10.2,4.3,0,315.4,1022.8,0,9.9,123.9,10.6,9,10,2022-02-19T07:11:29,2022-02-19T18:17:10,0.61,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-20,55.3,26,40.3,55.3,22,39.4,18.3,46.4,0,0,0,,0,0,16.8,7.8,7.8,3.1,0,66.9,1029.1,0,9.9,97,8.2,10,10,2022-02-20T07:10:21,2022-02-20T18:18:06,0.64,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-02-21,58.8,32.1,46.5,58.8,32.1,46.4,37.7,72.4,0.02,100,8.33,rain,0,0,13,5.8,5.8,2.1,0,319.6,1026.8,76.9,9.8,47.5,4.2,2,10,2022-02-21T07:09:11,2022-02-21T18:19:01,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2022-02-22,64.7,52.7,56.4,64.7,52.7,56.4,54.1,92.1,0.019,100,12.5,rain,0,0,14.3,7.3,7.3,2.1,0,276.4,1024.2,87.5,7.2,50.8,4.5,2,10,2022-02-22T07:08:01,2022-02-22T18:19:57,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2022-02-23,69.6,54.6,59.6,69.6,54.6,59.6,57.1,92.1,0.737,100,25,rain,0,0,11.4,6.6,6.6,2.1,0,128.3,1021.7,67.1,7,54.5,4.6,3,10,2022-02-23T07:06:50,2022-02-23T18:20:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2022-02-24,75.6,52.9,62,75.6,52.9,62,57.8,87.3,0,0,0,rain,0,0,19.7,12.9,12.9,3.8,0,125.9,1021.7,77.4,5.7,67.4,5.8,3,10,2022-02-24T07:05:37,2022-02-24T18:21:46,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-02-25,76,46.3,61.3,76,46.3,61.3,46.8,67.8,0.016,100,4.17,rain,0,0,31.3,19.5,19.5,7.2,0,255,1021.3,60.9,6,79,6.8,5,10,2022-02-25T07:04:24,2022-02-25T18:22:40,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2022-02-26,58.4,44.9,50.9,58.4,41.9,50,35.8,57,0,0,0,rain,0,0,23,11.7,11.7,5.5,0.3,73.1,1026.4,65.7,9.9,91.2,7.9,5,10,2022-02-26T07:03:11,2022-02-26T18:23:34,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-02-27,49.1,42.5,46,48.9,40.8,45.2,43.8,92.3,0.422,100,50,rain,0,0,10.5,5.6,5.6,2.2,0,60.2,1022.1,97.9,7.4,41.1,3.4,2,10,2022-02-27T07:01:56,2022-02-27T18:24:28,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2022-02-28,60.7,36.4,47.5,60.7,32.5,47.2,31.9,61.4,0.008,100,4.17,rain,0,0,19,4.7,4.7,1.9,0,53,1021.5,28,7.2,176.8,15.3,10,10,2022-02-28T07:00:41,2022-02-28T18:25:21,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2022-03-01,67.7,34,50.4,67.7,34,50.4,31,54.7,0,0,0,,0,0,20.8,7.4,7.4,3,0,226.8,1019.9,0,9.9,171,14.8,10,10,2022-03-01T06:59:25,2022-03-01T18:26:14,0.96,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-02,78.5,37,57.4,78.5,37,57.1,32.3,45.1,0,0,0,,0,0,23,13.9,13.9,5,0.2,273.8,1018.7,0,9.9,118,10.1,9,10,2022-03-02T06:58:08,2022-03-02T18:27:06,0,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-03,82.5,40.8,61.7,80.1,40.8,61.2,35.3,45.3,0,0,0,,0,0,20.8,10.5,10.5,4.3,0,251,1018.8,0,9.8,193,16.7,10,10,2022-03-03T06:56:51,2022-03-03T18:27:58,0.03,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-04,67.4,46.2,56.9,67.4,42.1,56.6,37.5,50,0,0,0,,0,0,23.3,11.7,11.7,6,0,85.6,1026.6,0,9.9,135.4,11.5,9,10,2022-03-04T06:55:33,2022-03-04T18:28:50,0.06,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-05,69.2,43,54.7,69.2,41.4,54.2,45.6,72.9,0,0,0,,0,0,14.3,7.4,7.4,3.1,0,133.6,1028.1,26.3,9.7,90.2,7.8,5,10,2022-03-05T06:54:14,2022-03-05T18:29:42,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-03-06,75.4,51.6,63.9,75.4,51.6,63.9,55.3,75.7,0,0,0,rain,0,0,23,11.6,11.6,5.8,0.9,234.2,1024.6,71.2,9.7,60,5.1,2,10,2022-03-06T06:52:55,2022-03-06T18:30:33,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-03-07,73.8,56.1,63.8,73.8,56.1,63.8,57,79.4,0.091,100,8.33,rain,0,0,31.5,16.9,16.9,8.2,3.9,227.3,1017,78.3,9.8,50.5,4.3,2,10,2022-03-07T06:51:35,2022-03-07T18:31:24,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2022-03-08,61.3,49.8,53.5,61.3,49.8,53.5,47.1,80.7,0.901,100,33.33,rain,0,0,19.2,9.8,9.8,4,0.2,49.8,1016.9,92.2,7.8,58.2,5.1,2,10,2022-03-08T06:50:15,2022-03-08T18:32:15,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,obs
29642,2022-03-09,62.5,50.3,54.4,62.5,50.3,54.4,50.5,87.4,0.533,100,33.33,rain,0,0,23.9,8.3,8.3,4.7,0,46.9,1011.8,89.1,8.6,50.9,4.5,2,10,2022-03-09T06:48:55,2022-03-09T18:33:05,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs
29642,2022-03-10,52.8,43.8,48.9,52.8,40.8,46.9,42.4,78.7,0.003,100,4.17,rain,0,0,28.6,10.4,10.4,6.9,0,70,1017.6,97.6,8.9,29.9,2.6,2,10,2022-03-10T06:47:34,2022-03-10T18:33:56,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,obs
29642,2022-03-11,62.9,41.2,51.3,62.9,39.4,51,46.4,84.7,0.013,100,12.5,rain,0,0,14.3,9.1,9.1,2.5,0,133.9,1015.7,91.2,7.3,70.4,6.1,3,10,2022-03-11T06:46:12,2022-03-11T18:34:45,0.29,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,obs
29642,2022-03-12,52.8,27.3,41.2,52.8,22.7,36,26.4,59.9,0.97,100,33.33,"rain,snow",0,0.1,31.9,21.3,21.3,9.3,0,315.3,1009.4,50.9,8.5,89.3,7.8,4,10,2022-03-12T06:44:50,2022-03-12T18:35:35,0.32,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,obs
29642,2022-03-13,52.8,19.8,35.9,52.8,19.8,35.1,14.4,45.6,0,0,0,,0,0,20.8,10,10,3.7,0.2,232.1,1027.6,0,9.9,110.8,9.1,8,10,2022-03-13T07:43:28,2022-03-13T19:36:25,0.35,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-14,65.3,30.4,47.1,65.3,30.4,47.1,26.1,49.9,0,0,0,,0,0,13.9,8.6,8.6,2.9,0,206.3,1029.2,0,9.9,152.6,13.1,9,10,2022-03-14T07:42:06,2022-03-14T19:37:14,0.38,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-15,63.9,37.7,52,63.9,37.7,52,40.7,66.4,0,0,0,,0,0,9.2,5.3,5.3,1.7,0,29.1,1025.6,48.2,9.9,76.8,6.6,3,10,2022-03-15T07:40:43,2022-03-15T19:38:03,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-03-16,58.4,52.3,55.2,58.4,52.3,55.2,50.6,84.9,1.03,100,45.83,rain,0,0,25.5,13.8,13.8,8.2,2.9,49.8,1018.2,98.8,8.5,46.3,3.8,2,10,2022-03-16T07:39:20,2022-03-16T19:38:52,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2022-03-17,74.1,50,61.3,74.1,50,61.3,51.3,73.2,0.059,100,12.5,rain,0,0,18.1,8.3,8.3,4.8,0.3,144.8,1014.6,44.3,8.7,104.4,8.9,5,10,2022-03-17T07:37:57,2022-03-17T19:39:41,0.48,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,obs
29642,2022-03-18,65.8,45.7,55.2,65.8,45.7,55.2,51.9,89.4,0.281,100,16.67,rain,0,0,29.8,16.6,16.6,2.3,0,233.3,1016,46.8,8.9,154.4,13.3,10,10,2022-03-18T07:36:34,2022-03-18T19:40:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,obs
29642,2022-03-19,68.5,53.5,60.6,68.5,53.5,60.6,49.6,72.3,0.031,100,16.67,rain,0,0,31.4,21.7,21.7,9.7,1.5,242.2,1013.4,55.4,6.1,139.7,12.3,10,10,2022-03-19T07:35:10,2022-03-19T19:41:18,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2022-03-20,71,40.9,54.8,71,38.8,54.3,28.8,44.3,0,0,0,,0,0,23.5,16.3,16.3,6.2,1.4,301.9,1019.8,0,9.9,236,20.6,10,10,2022-03-20T07:33:47,2022-03-20T19:42:06,0.58,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-21,69.8,35.2,53.9,69.8,35.2,53.8,31.2,48,0,0,0,,0,0,17.2,7.4,7.4,2.7,0,163.1,1024.6,0,9.9,147.8,12.9,10,10,2022-03-21T07:32:23,2022-03-21T19:42:54,0.62,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-22,72.6,43.9,58.6,72.6,43.9,58.5,43.4,59.2,0,0,0,,0,0,23.5,12.2,12.2,4.6,0,161.7,1020.2,35,9.9,124.5,10.7,7,10,2022-03-22T07:30:59,2022-03-22T19:43:42,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs
29642,2022-03-23,74.3,60.1,65.4,74.3,60.1,65.4,59.9,83.1,0.984,100,50,rain,0,0,26.8,17.3,17.3,10.7,4.2,172.5,1010.7,88.5,8.7,63.7,5.4,2,30,2022-03-23T07:29:36,2022-03-23T19:44:30,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2022-03-24,70,51.2,60.4,70,51.2,60.4,42,57.9,0,0,0,,0,0,27.9,14.7,14.7,8.9,4.1,235.3,1010.3,9.4,9.5,181.1,15.7,10,30,2022-03-24T07:28:12,2022-03-24T19:45:17,0.73,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-25,64.1,37.1,51.5,64.1,37.1,51.2,33.2,52.7,0,0,0,,0,0,32.9,20,20,8.4,0,268.3,1010.5,19.7,9.9,156.4,13.5,10,10,2022-03-25T07:26:48,2022-03-25T19:46:05,0.75,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-26,63.4,40.9,52.1,63.4,36.4,50.9,23.6,40.7,0,0,0,,0,0,38.1,24.6,24.6,12,1.9,273.7,1009.3,0.3,9.9,233.1,20.1,10,10,2022-03-26T07:25:24,2022-03-26T19:46:53,0.8,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-27,65.2,39.5,53,65.2,35.5,51.9,10.2,19.3,0,0,0,,0,0,33.3,19.9,19.9,9.3,0.3,296.5,1013.2,0,9.9,179.3,15.5,10,10,2022-03-27T07:24:01,2022-03-27T19:47:40,0.84,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-28,70.1,34.2,51.2,70.1,29.2,49.9,21.6,34.2,0,0,0,,0,0,28.7,17.8,17.8,6.8,2.4,309,1017.4,13.3,9.9,150.5,12.9,10,10,2022-03-28T07:22:37,2022-03-28T19:48:28,0.87,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-03-29,64.3,41.3,52.2,64.3,38.2,51.3,26.1,38.1,0,0,0,,0,0,16.3,6.7,6.7,4.2,1.2,123.2,1021.8,43.9,9.9,101.1,8.8,6,10,2022-03-29T07:21:14,2022-03-29T19:49:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-03-30,71.1,44.8,56.6,71.1,41.6,55.6,45.1,66,0,0,0,rain,0,0,23,8,8,5.1,0.9,78,1017.2,46,9.3,116.3,9.9,10,10,2022-03-30T07:19:51,2022-03-30T19:50:02,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-03-31,74.8,62.5,67.6,74.8,62.5,67.6,55.4,68.1,0.463,100,33.33,rain,0,0,31.1,18.7,18.7,12.6,5.2,215.4,1005.4,72.3,9.3,84.8,7.3,6,10,2022-03-31T07:18:28,2022-03-31T19:50:50,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2022-04-01,70.5,49.4,59.7,70.5,46.1,59.6,33.8,40.2,0,0,0,,0,0,27.7,15.3,15.3,10.2,4.7,246.7,1011.9,2.4,9.9,282.4,24.2,10,10,2022-04-01T07:17:05,2022-04-01T19:51:37,0,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-02,59.7,41.9,51,59.7,37.1,49.7,33.2,51.9,0,0,0,,0,0,18.1,9.4,9.4,4.5,0,62.7,1017.8,20.8,9.9,150.2,12.9,10,10,2022-04-02T07:15:42,2022-04-02T19:52:24,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs
29642,2022-04-03,73.9,41,57.8,73.9,37.3,57.3,30.4,44.2,0,0,0,,0,0,20.8,10.6,10.6,5.7,0.5,306.4,1013.1,0,9.8,201.5,17.3,10,10,2022-04-03T07:14:20,2022-04-03T19:53:11,0.08,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-04,68.5,40.4,54.7,68.5,36.4,53.8,31.8,44.3,0,0,0,,0,0,17,9.1,9.1,4.9,0,94.6,1016.3,0,9.9,221.9,19.3,10,10,2022-04-04T07:12:58,2022-04-04T19:53:59,0.11,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-05,59.2,41,52.3,59.2,37.7,52,48,85.8,1.03,100,25,rain,0,0,26.4,10.6,10.6,3.6,0,58.4,1010,54.3,8.5,39,3.5,2,10,2022-04-05T07:11:36,2022-04-05T19:54:46,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2022-04-06,74.6,57,64.8,74.6,57,64.8,60.7,87.5,0,0,0,rain,0,0,28.6,11.2,11.2,7.6,1.8,224.8,1006.7,77.3,9.3,78.8,6.5,6,30,2022-04-06T07:10:15,2022-04-06T19:55:33,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-04-07,71.4,53.5,64.8,71.4,53.5,64.8,47.3,61.2,0.149,100,25,rain,0,0,32.7,21.3,21.3,10.8,4,250.7,1003.7,51.1,8.9,112.3,9.7,6,10,2022-04-07T07:08:54,2022-04-07T19:56:21,0.21,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,obs
29642,2022-04-08,58.3,38.4,49.7,58.3,38.1,48.4,31.4,51.1,0,0,0,rain,0,0,31.7,19.2,19.2,10.3,0.2,262.9,1008.5,43.7,9.9,76.6,6.5,4,10,2022-04-08T07:07:34,2022-04-08T19:57:08,0.24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs
29642,2022-04-09,50.5,37.4,43.8,50.5,31.8,39.5,27.9,54.8,0,0,0,,0,0,32.2,21.8,21.8,10.1,1.4,277.2,1012.4,56.6,9.9,84.6,7.4,3,10,2022-04-09T07:06:14,2022-04-09T19:57:55,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-04-10,71.1,30.6,50.7,71.1,30,50.3,30,51.9,0,0,0,,0,0,17.2,10.9,10.9,4.5,0,211.4,1017.7,0.1,9.9,217.1,18.7,10,10,2022-04-10T07:04:54,2022-04-10T19:58:43,0.3,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-11,76.7,43,59.8,76.7,41,59.7,40.4,52.4,0,0,0,,0,0,24.8,15.6,15.6,5.5,0,232.6,1019.4,13.1,9.9,168,14.6,8,10,2022-04-11T07:03:35,2022-04-11T19:59:30,0.34,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-12,78.1,49.9,64.5,78.1,49.9,64.5,51.4,64.7,0,0,0,rain,0,0,13,10,10,3.3,0,210.6,1020.4,38.5,9.9,147.3,12.7,6,10,2022-04-12T07:02:16,2022-04-12T20:00:18,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-04-13,76.6,57,66.6,76.6,57,66.6,57.2,73.3,0,0,0,rain,0,0,21.6,13.8,13.8,4.9,0,201,1017.7,28.5,9.9,153.7,13.1,10,10,2022-04-13T07:00:58,2022-04-13T20:01:05,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-04-14,79.2,60.4,68,79.2,60.4,68,54.8,67,0.008,100,4.17,rain,0,0,24.8,11.9,11.9,6.1,0,230.6,1014.1,63.5,9.9,127.7,11,5,10,2022-04-14T06:59:41,2022-04-14T20:01:53,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2022-04-15,73.7,40.9,58.6,73.7,40.4,58.5,32.8,44,0,0,0,,0,0,17.2,10,10,3.6,0,102.4,1021.1,0,9.9,149.6,12.7,8,10,2022-04-15T06:58:24,2022-04-15T20:02:41,0.46,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-16,67.9,51.2,59.3,67.9,51.2,59.3,52.4,78.4,0.14,100,12.5,rain,0,0,13.9,7.9,7.9,3.7,0,241.3,1017.8,52,9.5,108.6,9.2,6,10,2022-04-16T06:57:08,2022-04-16T20:03:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2022-04-17,77.8,51.4,64.7,77.8,51.4,64.7,53.8,72.3,0.001,100,4.17,rain,0,0,12.5,7.6,7.6,2.5,0,136,1015.5,50.1,6.9,137.2,11.8,10,10,2022-04-17T06:55:53,2022-04-17T20:04:16,0.53,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,obs
29642,2022-04-18,63.1,49.8,55.6,63.1,45.4,55.4,49.8,81.9,2.064,100,50,rain,0,0,31.2,13,13,8,0.9,48.8,1014.4,85.8,7.8,86,7.5,3,10,2022-04-18T06:54:38,2022-04-18T20:05:04,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs
29642,2022-04-19,64.7,38.3,52.4,64.7,35,51,28.1,41.3,0,0,0,,0,0,26.4,9.9,9.9,6.3,2.8,289.8,1019.4,0.5,9.9,248,21.7,10,10,2022-04-19T06:53:24,2022-04-19T20:05:52,0.6,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-20,67.5,37.6,53.8,67.5,33.4,52.4,34.2,50,0,0,0,,0,0,17.4,9,9,6,2,95.3,1027.7,1.6,9.9,110,9.4,7,10,2022-04-20T06:52:11,2022-04-20T20:06:40,0.64,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-21,72.6,53.3,61.7,72.6,53.3,61.7,49.9,66.4,0,0,0,,0,0,17.2,11.1,11.1,3.3,0,225.6,1029.9,57.8,9.9,139.3,12,10,10,2022-04-21T06:50:59,2022-04-21T20:07:28,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-04-22,82.5,50,66.1,81.8,50,66.1,53.9,69.2,0,0,0,,0,0,11,7.8,7.8,2.3,0,131.5,1028.4,6.5,9.9,191.3,16.5,9,10,2022-04-22T06:49:47,2022-04-22T20:08:16,0.71,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2022-04-23,79.9,54.7,67.5,79.9,54.7,67.5,55.5,68.5,0,0,0,,0,0,12.1,8.2,8.2,3.5,0,220.2,1025.2,23.9,9.9,190.5,16.5,7,10,2022-04-23T06:48:36,2022-04-23T20:09:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2022-04-24,78.3,54.2,66.8,78.3,54.2,66.8,54.5,67.8,0,0,0,,0,0,20.8,9.8,9.8,3.9,0,233.8,1023,24.7,9.9,167.3,14.5,10,10,2022-04-24T06:47:26,2022-04-24T20:09:53,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
